Real_Requests,Predicted_Requests
28806,39215
29032,17649
28644,22383
27721,21462
27634,22980
26913,26300
26851,37454
26106,12186
25094,17261
25017,21073
24956,30870
23912,9760
24195,11408
23302,12097
22459,13539
22065,20691
21178,42006
20023,20201
19841,-4465
19789,5634
19329,7790
19082,13565
18887,28780
18164,-5409
17715,-366
17750,-868
17365,-1147
17016,-1653
17082,-1301
16250,-1945
16667,-2867
16571,-2389
16171,-3041
16212,-2203
16352,-1634
15732,-424
15952,2956
15930,10169
15995,25005
16165,-4542
16507,-4309
16565,-4039
16675,-3934
17513,-3597
17230,-685
18360,-633
18899,1007
19256,1720
21809,3018
22703,8494
23477,10604
24626,12938
25953,13869
27096,17321
27715,18628
28694,21057
29093,21892
29958,22856
31338,23832
30922,26168
31611,26545
31874,27186
32212,28130
32267,27829
32966,27693
33036,29302
32851,28904
33554,29830
33063,27891
33075,28050
33275,29457
33177,28495
32783,29524
33070,27412
32794,29303
32862,27917
33396,28720
32865,29818
31851,28684
32301,28723
31682,27318
31474,26936
32901,26268
32387,29504
31788,29486
31964,30461
32735,31227
32784,32542
32874,36152
32111,31363
31801,33056
32148,26706
32316,26626
32492,27412
31900,28391
32632,28691
32855,29379
33776,28051
33011,33100
33481,29914
32825,32065
33836,33556
34170,34871
33746,32319
34649,33949
34452,35034
33624,32778
33455,33886
33680,29039
33399,32020
33963,32863
34023,34109
34029,31265
34056,31338
34052,31572
33621,31636
33427,31773
33053,30895
33272,31812
32534,30984
32833,31741
32058,32370
32219,26926
32509,28056
32414,27167
32383,28054
31201,28482
31904,29013
31152,29206
31331,30192
30624,33996
30338,22901
30116,24128
29685,22120
29824,21694
29760,21919
29025,22250
29077,23096
28602,21376
27968,21349
28216,20130
27690,20887
27051,20747
26742,22277
26302,25445
25844,33754
25817,9897
25355,15019
24541,14928
23941,15060
24015,17380
23651,24210
22261,2847
22118,10393
21720,11431
20915,15080
20577,30149
20079,3201
19768,1050
19788,1931
19322,788
18878,-309
18852,-887
18424,-71
18028,-1164
17816,-2342
17796,-3654
17287,-2071
17249,-2931
17051,-3656
17002,-4509
16885,-3948
16902,-3281
16656,-3663
16417,-4581
16464,-4684
16712,-4717
16987,-4014
17066,-2746
17706,-2942
18269,-1251
19143,-293
19460,2195
20698,2859
22138,5912
23337,8695
25768,11422
27294,16881
29618,19382
30902,25638
32198,27148
32365,29653
33663,29839
33615,32087
33683,32214
34076,33001
34202,32107
34053,31745
34926,32075
33949,32280
35125,32937
35121,33657
35215,34601
35020,35564
33921,33746
34239,34714
35272,31875
35239,33450
35341,33669
34397,33554
34737,32299
34532,31682
34587,30923
34646,32352
34719,33327
34911,34112
34565,33197
34495,32548
34755,30776
34786,34097
35491,35269
35143,35395
34671,34791
34572,32873
34550,33045
34834,33237
35131,32790
35135,33947
34594,33789
35559,33958
34849,33502
34750,32922
34564,34141
35347,33749
34947,35137
34682,33592
34872,33384
35512,32785
35218,34451
35188,35640
36111,34289
35972,35618
35727,36047
36537,37159
36430,36174
36622,36702
36680,37484
37609,37274
37134,39089
