Real_Requests,Predicted_Requests
8415,8448
8408,8400
8050,8380
7768,8192
7728,7923
7593,7774
7362,7621
7108,7406
6767,7214
6830,6928
6587,6760
6425,6577
6403,6432
5710,6311
5592,5870
5577,5574
5174,5411
5199,5101
5157,4971
5049,4872
5191,4726
5022,4844
4875,4822
4757,4769
4769,4669
4826,4573
4651,4679
4804,4624
4592,4586
4558,4529
4563,4495
4610,4518
4687,4608
4605,4790
4502,4666
4452,4508
4645,4437
4791,4599
4775,4486
4732,4703
4798,4858
4645,4860
4919,4706
4960,4930
5174,5013
5414,5254
5332,5510
5479,5485
6069,5614
6245,6184
6293,6474
6531,6563
6794,6730
6723,6976
7230,6988
7556,7345
7606,7699
7765,7851
8108,8040
8327,8279
8316,8553
8420,8576
8508,8621
8782,8696
8901,8821
9079,8935
9078,9139
9138,9175
9265,9186
9422,9292
9613,9429
9384,9558
9462,9529
9640,9531
9852,9588
9682,9741
9727,9747
9906,9765
9208,9839
8972,9503
9055,9183
9231,9044
9323,9049
9460,9100
9383,9131
9372,9203
9584,9244
9767,9387
9806,9628
9871,9759
9902,9827
9899,9915
9888,9968
10042,9850
10000,9955
10086,9994
10197,9964
10501,10080
10167,10373
10294,10304
10337,10324
10260,10360
10274,10313
10304,10313
10406,10322
10299,10393
10591,10327
10703,10501
10559,10635
10363,10627
10669,10432
10399,10603
10844,10469
10583,10723
10595,10788
10158,10883
10591,10410
10033,10536
9923,10194
9858,9931
9644,9740
9662,9654
9674,9578
9652,9528
9350,9573
9110,9369
9250,9067
9145,9084
9154,9080
9114,9022
8819,9036
8666,8855
8612,8648
8400,8523
8274,8352
8247,8166
8085,8066
8129,7963
7752,7947
7753,7737
7470,7654
7292,7463
7178,7240
7208,7097
6945,7063
6979,6937
6808,6846
6453,6735
6512,6493
5935,6412
5902,6065
5930,5868
5760,5766
5577,5723
5576,5590
5315,5485
5424,5296
5407,5335
5279,5330
5062,5282
5024,5189
4951,5054
5033,4962
5045,5019
4951,5021
5012,4976
4922,5042
4873,5030
4790,4988
4796,4893
4826,4807
4639,4817
4641,4747
4766,4712
4815,4843
4830,4691
4836,4791
4882,4848
5025,4920
5101,5059
5155,5184
5488,5282
5595,5585
5872,5752
6274,6048
6693,6487
7253,6829
7925,7510
8097,8270
8917,8653
9419,9370
9552,9939
9859,10166
10161,10496
10573,10640
11001,10733
11234,11056
11375,11393
11273,11625
11104,11591
11203,11359
11079,11335
11072,11208
11137,11058
11208,11054
11270,11098
11018,11156
11253,11036
11246,11166
11127,11204
11097,11131
11079,11084
11261,11056
11470,11209
11145,11458
11093,11225
11379,11065
11364,11299
11300,11388
11416,11366
11387,11440
11712,11418
11567,11748
11565,11669
11415,11627
11391,11687
11623,11429
11839,11615
11679,11911
11349,11771
11434,11381
11218,11248
11485,11062
11224,11380
11171,11224
11322,11095
11224,11235
11293,11303
11918,11343
11775,12024
11976,11967
11614,12160
11560,11751
11592,11568
11925,11581
11927,11902
11975,12016
11865,12048
12002,11893
12163,12027
12336,12274
12236,12432
12116,12350
12158,12156
12137,12124
12060,12132
11878,12063
11585,11758
11465,11400
11446,11237
11087,11281
11053,10919
10800,10887
10397,10589
9981,10145
9867,9676
9760,9556
9665,9507
9899,9455
9602,9724
9750,9557
9725,9694
9409,9648
9435,9436
9626,9388
9317,9499
9282,9341
8956,9264
8741,8945
8651,8705
8407,8535
8279,8271
8374,8115
7937,8184
7648,7898
7667,7648
7477,7537
7174,7330
7030,7126
6736,6914
6575,6686
6493,6492
6271,6331
6117,6135
6155,5978
7720,5830
5361,6693
5978,5949
5782,5852
5723,5659
7970,5527
5001,6612
5945,5604
5454,5568
5021,5263
5255,4800
5352,4897
4988,5215
5196,4691
5097,4864
4906,4819
5115,4804
5154,4845
5118,4896
5042,4904
5012,5052
4933,4915
4937,4972
5050,5023
4979,4696
5052,4955
5129,5012
5319,5068
5419,5375
5652,5368
5871,5485
6091,5894
6493,5684
6612,6321
7231,6705
7624,6999
7951,7623
8699,8123
9020,8715
9567,9253
9601,9835
10290,10046
10604,10535
11068,10901
11216,11265
11127,11411
11254,11387
11990,11354
11729,11776
11901,11781
11683,11845
11480,11625
11220,11377
11485,11024
11461,10962
11586,11094
11783,11272
11718,11539
11480,11654
11748,11514
11552,11632
11411,11535
11422,11346
11460,11225
11206,11360
11542,11173
11492,11406
11579,11485
11760,11628
11868,11801
11440,11987
11726,11592
11737,11707
11808,11748
11781,11878
11687,11789
11836,11663
11966,11873
11550,11806
11732,11376
11494,11656
11563,11407
11382,11433
11292,11327
11526,11184
11479,11426
11723,11474
11685,11597
11332,11709
11675,11371
11783,11641
11658,11848
11729,11731
11841,11752
12120,11895
12430,12225
12484,12600
12362,12737
12023,12560
12055,12043
11993,11948
12151,11927
12019,12117
12002,11937
12227,11947
11883,12212
11405,11606
11506,11219
11447,11307
11418,11395
11110,11329
10754,10971
10427,10547
10310,10404
10078,10221
10001,9865
9849,9796
9809,9646
9849,9631
9822,9753
9565,9605
9593,9480
9148,9514
9022,9103
9106,8880
9039,8782
8916,8814
8601,8752
8592,8510
8486,8424
8278,8354
8237,8214
7997,8124
8162,7968
7975,7956
7436,7878
7278,7591
7051,7312
7030,7032
6786,6901
6687,6691
6546,6559
6152,6439
6144,6172
6042,6020
7392,5926
5775,6657
5797,6208
5746,6033
5518,5848
6513,5674
5777,6077
5530,5943
5506,5729
5358,5560
5249,5414
5307,5334
5197,5327
5194,5140
5175,5148
4947,5133
5053,4963
5088,5097
4970,5126
4971,4891
5126,4969
5019,5124
4961,5083
5089,5082
5072,4996
5139,5183
5328,5252
5281,5387
5553,5421
5845,5644
5839,5936
6209,6062
6564,6388
6748,6743
7225,7046
7948,7499
8183,8176
9036,8622
9349,9391
9600,9841
10410,10192
10790,10811
10992,11303
11278,11578
11296,11764
11285,11719
11589,11640
11298,11691
11639,11404
11434,11530
12396,11342
11639,11980
11342,11961
12002,11494
11291,11638
11432,11273
11548,11178
11332,11274
11309,11247
11390,11133
11014,10971
11238,10865
11535,11102
11260,11414
11413,11332
11527,11466
11377,11524
11547,11451
11924,11654
11452,11905
11480,11572
11567,11542
11525,11225
11584,11452
11903,11560
11566,11850
11691,11660
11744,11710
11069,11695
11199,11110
11548,10690
11303,11203
11324,11257
11337,11282
11264,11256
11140,11294
11543,11154
11529,11453
11676,11636
11670,11801
11360,11712
11557,11252
11748,11199
