Real_Requests,Predicted_Requests
7448,7172
7218,7231
7139,7212
7258,6817
6697,7145
6466,6347
6140,6321
6015,6224
5792,6106
5670,5872
5666,5487
5363,5427
5229,5353
4936,4932
4774,4867
4709,4680
4415,4633
4246,4329
4265,4129
4136,3985
4049,3783
4035,3732
3962,3644
3797,3682
3797,3689
3859,3630
3806,3601
3844,3594
3718,3622
3671,3648
3685,3355
3701,3542
3692,3537
3689,3542
3696,3671
3654,3672
3657,3550
3755,3431
3855,3580
3910,3575
3867,3668
3925,3679
3963,3700
4128,3754
4118,3774
4345,3801
4383,3936
4461,3966
5002,4508
5078,4616
5221,4667
5466,4719
5683,5184
5985,4834
6276,5675
6457,6141
6631,6285
6972,6027
7028,7170
7259,7379
7414,7393
7567,7558
8042,7635
8002,7708
8014,7759
8309,7767
8412,8031
8445,8059
8761,8171
8861,8313
8832,8342
8925,8513
8961,8534
9225,8582
9006,8610
9077,8629
9278,8867
8899,8868
8801,8967
8832,8928
8820,8902
8987,8762
8996,8775
8986,8956
8783,9132
9048,8776
9100,8998
9191,9086
9085,9088
8882,9182
8954,8866
8928,8730
8900,8877
9066,8958
8986,8991
9480,8904
9407,9055
9523,9442
9397,9497
9476,9527
9287,9502
9662,9439
9423,9453
9388,9532
9824,9569
9438,9633
9573,9566
9977,9638
9769,9511
9565,9673
9620,9720
9668,9751
9745,9507
9483,9578
9117,9717
9250,9269
9580,9152
9527,9360
9241,9336
8947,8958
8914,8805
8811,8882
9051,8849
8780,8749
8838,8736
8533,8715
8617,8679
8584,8559
8157,8406
8231,8194
8140,8093
8121,8053
7786,7892
7923,7828
7822,7791
7587,7786
7385,7553
7501,7510
7135,7507
6844,6924
6700,6789
6458,6920
6286,6320
6087,6349
6134,6286
5860,5988
5604,5651
5606,5446
5308,5377
5213,5122
5136,4999
4967,4813
4886,4685
4792,4426
4657,4430
4463,4261
4543,4077
4494,4248
4395,4340
4329,3790
4200,3827
4181,3882
4101,4030
3982,4035
3861,4033
3932,3934
4018,3808
3936,3858
3960,3780
3817,3828
3776,3828
3852,3824
3862,3859
3869,3827
3865,3829
3884,3831
3861,3832
3981,3801
4063,3808
4023,3818
4158,3850
4282,4366
4404,3899
4669,3976
4983,4496
5348,4508
5757,4760
6261,4784
6468,5635
6904,5891
7156,6931
7368,7133
7719,7346
7964,7543
8149,7727
8208,7773
8421,7907
8473,7925
8527,8320
8588,8363
8556,8433
8566,8661
8575,8642
8382,8638
8693,8500
8610,8458
8604,8569
8781,8621
8730,8639
8839,8713
8844,8735
8891,8765
8660,8790
8653,8827
8753,8797
8858,8770
8842,8853
8866,8786
8803,8836
9084,8798
9139,8800
9018,8998
9118,9022
8969,9094
9021,8931
9262,9051
9423,9135
9557,9306
9528,9465
9044,9468
9226,9258
9139,9153
9154,9345
9214,9345
9312,9335
9340,9293
9237,9169
9425,9208
9322,9403
9590,9356
9588,9413
9427,9545
9508,9486
9616,9550
9890,9559
9974,9693
10099,9678
10281,9736
10138,9787
10116,9835
10306,9841
10316,9914
10327,10076
10334,9964
10443,9932
9878,10405
9951,10261
9800,10220
9599,10047
9600,9913
9386,9854
9224,9450
9221,9131
8975,9126
8681,8908
8602,8896
8628,8690
8875,8596
8930,8396
8800,8605
8505,8645
8704,8596
8401,8486
8255,8272
8364,8155
7986,8086
8044,7972
7981,7878
7726,7861
7515,7615
7459,7547
7303,7597
7260,7436
7030,7092
6622,6881
6484,6312
6464,6275
6322,6338
6286,6229
6058,6045
5838,5985
5485,5505
5318,5374
5260,5255
5110,5097
5263,4964
4584,4757
4859,4483
4822,4507
4524,4409
4573,4376
4572,4053
4338,4134
4232,3934
4320,3948
4474,3912
6801,4097
6577,4551
4661,4639
3995,4368
4300,4053
4353,4398
3792,4193
4003,4105
4252,4137
3765,3972
4167,3884
4309,3804
3900,3914
3976,3913
4194,3915
4226,3954
4318,3973
4270,4116
4355,3983
4565,4125
4721,4525
4912,4311
5314,4541
5801,5072
5898,4756
6378,5491
6824,5954
7039,6578
7526,6901
7554,7447
7860,7505
8296,7756
8437,7856
8530,7947
8668,8074
8371,8417
8655,8477
8612,8402
8738,8577
8785,8656
8752,8671
8611,8752
8737,8746
8779,8648
8714,8621
8909,8737
8916,8790
9041,8789
8912,8903
8909,8968
9022,8967
8939,8994
8856,8958
8862,8817
9129,8811
9023,8989
9696,8886
8997,9128
9094,9183
9350,9080
8938,9077
9162,9269
9423,9236
9393,9393
9106,9475
9217,9296
9237,9198
9277,9359
