Time,AMF Utilization (%)
0,70.125
10,70.06666666666666
20,67.08333333333333
30,64.73333333333333
40,64.4
50,63.275000000000006
60,61.35
70,59.233333333333334
80,56.391666666666666
90,56.91666666666667
100,54.89166666666667
110,53.541666666666664
120,53.35833333333333
130,47.583333333333336
140,46.6
150,46.475
160,43.11666666666667
170,43.325
180,42.975
190,42.075
200,43.25833333333333
210,41.85
220,40.625
230,39.641666666666666
240,39.74166666666667
250,40.21666666666667
260,38.75833333333333
270,40.03333333333333
280,38.266666666666666
290,37.983333333333334
300,38.025
310,38.416666666666664
320,39.05833333333334
330,38.375
340,37.516666666666666
350,37.1
360,38.708333333333336
370,39.925
380,39.791666666666664
390,39.43333333333333
400,39.983333333333334
410,38.708333333333336
420,40.99166666666667
430,41.333333333333336
440,43.11666666666667
450,45.11666666666667
460,44.43333333333334
470,45.65833333333333
480,50.575
490,52.041666666666664
500,52.44166666666666
510,54.425000000000004
520,56.616666666666674
530,56.025000000000006
540,60.25
550,62.96666666666667
560,63.38333333333333
570,64.70833333333333
580,67.56666666666666
590,69.39166666666667
600,69.3
610,70.16666666666667
620,70.89999999999999
630,73.18333333333334
640,74.175
650,75.65833333333333
660,75.64999999999999
670,76.14999999999999
680,77.20833333333333
690,78.51666666666667
700,40.05416666666667
710,39.1
720,75.09523809523809
730,39.96683250414594
740,41.05
750,40.34166666666666
760,40.52916666666667
770,41.275
780,38.36666666666667
790,71.2063492063492
800,74.71122112211222
810,76.925
820,77.69166666666666
830,78.83333333333333
840,78.19166666666668
850,78.10000000000001
860,79.86666666666666
870,40.69583333333333
880,40.858333333333334
890,41.12916666666667
900,41.25833333333333
910,41.24583333333333
920,41.199999999999996
930,41.84166666666667
940,41.66666666666667
950,42.025
960,42.4875
970,43.75416666666666
980,42.3625
990,42.891666666666666
1000,43.07083333333333
1010,42.75
1020,42.80833333333333
1030,42.93333333333334
1040,43.358333333333334
1050,42.912499999999994
1060,44.12916666666667
1070,44.59583333333333
1080,43.99583333333334
1090,43.17916666666667
1100,44.454166666666666
1110,43.329166666666666
1120,45.18333333333333
1130,44.09583333333333
1140,44.145833333333336
1150,42.325
1160,44.12916666666667
1170,41.80416666666667
1180,41.34583333333333
1190,41.075
1200,40.18333333333333
1210,40.25833333333333
1220,40.30833333333334
1230,40.21666666666667
1240,38.958333333333336
1250,72.3015873015873
1260,76.32013201320133
1270,76.20833333333333
1280,76.28333333333333
1290,75.94999999999999
1300,73.49166666666666
1310,72.21666666666667
1320,71.76666666666667
1330,70.0
1340,68.95
1350,68.72500000000001
1360,67.375
1370,67.74166666666666
1380,64.60000000000001
1390,64.60833333333333
1400,62.25000000000001
1410,60.766666666666666
1420,59.81666666666666
1430,60.06666666666667
1440,57.875
1450,58.15833333333333
1460,56.733333333333334
1470,53.77499999999999
1480,54.266666666666666
1490,49.45833333333333
1500,49.18333333333334
1510,49.416666666666664
1520,48.0
1530,46.475
1540,46.46666666666667
1550,44.29166666666667
1560,45.2
1570,45.05833333333334
1580,43.99166666666667
1590,42.18333333333334
1600,41.86666666666667
1610,41.25833333333333
1620,41.94166666666666
1630,42.041666666666664
1640,41.25833333333333
1650,41.766666666666666
1660,41.016666666666666
1670,40.608333333333334
1680,39.916666666666664
1690,39.96666666666667
1700,40.21666666666667
1710,38.65833333333333
1720,38.675
1730,39.71666666666667
1740,40.125
1750,40.25
1760,40.300000000000004
1770,40.68333333333333
1780,41.875
1790,42.50833333333333
1800,42.95833333333333
1810,45.733333333333334
1820,46.625
1830,48.93333333333334
1840,52.28333333333334
1850,55.775
1860,60.44166666666667
1870,66.04166666666667
1880,67.475
1890,74.30833333333334
1900,78.49166666666667
1910,79.60000000000001
1920,41.079166666666666
1930,42.3375
1940,44.05416666666667
1950,45.8375
1960,46.80833333333334
1970,47.39583333333333
1980,46.97083333333333
1990,46.266666666666666
2000,46.67916666666667
2010,46.1625
2020,46.13333333333333
2030,46.40416666666667
2040,46.7
2050,46.958333333333336
2060,45.90833333333333
2070,46.887499999999996
2080,46.858333333333334
2090,46.362500000000004
2100,46.2375
2110,46.1625
2120,46.920833333333334
2130,47.791666666666664
2140,46.4375
2150,46.22083333333333
2160,47.4125
2170,47.349999999999994
2180,47.083333333333336
2190,47.56666666666667
2200,47.44583333333333
2210,48.8
2220,48.19583333333333
2230,48.1875
2240,47.5625
2250,47.4625
2260,48.42916666666667
2270,49.329166666666666
2280,48.662499999999994
2290,47.2875
2300,47.641666666666666
2310,46.74166666666667
2320,47.854166666666664
2330,46.766666666666666
2340,46.545833333333334
2350,47.175
2360,46.766666666666666
2370,47.05416666666667
2380,49.65833333333333
2390,49.0625
2400,49.9
2410,48.391666666666666
2420,48.16666666666667
2430,48.3
2440,49.6875
2450,49.69583333333333
2460,49.895833333333336
2470,49.4375
2480,50.00833333333333
2490,50.67916666666667
2500,51.4
2510,50.983333333333334
2520,50.483333333333334
2530,50.65833333333334
2540,50.57083333333333
2550,50.24999999999999
2560,49.49166666666667
2570,48.270833333333336
2580,47.770833333333336
2590,47.69166666666666
2600,46.19583333333333
2610,46.05416666666667
2620,45.0
2630,43.32083333333333
2640,41.5875
2650,41.112500000000004
2660,40.666666666666664
2670,40.270833333333336
2680,41.24583333333333
2690,40.00833333333333
2700,40.625
2710,40.520833333333336
2720,39.204166666666666
2730,74.88095238095238
2740,39.90878938640133
2750,38.82083333333333
2760,73.66666666666667
2770,73.8943894389439
2780,72.84166666666667
2790,72.09166666666667
2800,70.05833333333334
2810,68.99166666666666
2820,69.78333333333333
2830,66.14166666666667
2840,63.733333333333334
2850,63.891666666666666
2860,62.30833333333333
2870,59.78333333333333
2880,58.58333333333333
2890,56.13333333333333
2900,54.79166666666667
2910,54.108333333333334
2920,52.258333333333326
2930,50.975
2940,51.29166666666667
2950,64.33333333333333
2960,44.675
2970,49.81666666666666
2980,48.18333333333334
2990,47.69166666666666
3000,66.41666666666667
3010,41.675000000000004
3020,49.541666666666664
3030,45.45
3040,41.84166666666667
3050,43.791666666666664
3060,44.6
3070,41.56666666666667
3080,43.3
3090,42.475
3100,40.88333333333333
3110,42.625
3120,42.95
3130,42.65
3140,42.016666666666666
3150,41.766666666666666
3160,41.108333333333334
3170,41.141666666666666
3180,42.083333333333336
3190,41.49166666666667
3200,42.1
3210,42.74166666666667
3220,44.324999999999996
3230,45.15833333333333
3240,47.099999999999994
3250,48.925000000000004
3260,50.75833333333334
3270,54.108333333333334
3280,55.1
3290,60.25833333333333
3300,63.53333333333333
3310,66.25833333333333
3320,72.49166666666666
3330,75.16666666666667
3340,79.725
3350,40.00416666666667
3360,42.875
3370,44.18333333333334
3380,46.11666666666667
3390,46.733333333333334
3400,46.362500000000004
3410,46.891666666666666
3420,49.958333333333336
3430,48.87083333333334
3440,49.5875
3450,48.67916666666667
3460,47.833333333333336
3470,46.75
3480,47.854166666666664
3490,47.75416666666666
3500,48.275
3510,49.09583333333333
3520,48.825
3530,47.833333333333336
3540,48.949999999999996
3550,48.13333333333333
3560,47.545833333333334
3570,47.59166666666667
3580,47.75
3590,46.69166666666666
3600,48.09166666666667
3610,47.88333333333333
3620,48.24583333333333
3630,49.0
3640,49.45
3650,47.66666666666667
3660,48.858333333333334
3670,48.90416666666667
3680,49.2
3690,49.0875
3700,48.69583333333333
3710,49.31666666666666
3720,49.858333333333334
3730,48.125
3740,48.88333333333333
3750,47.891666666666666
3760,48.17916666666667
3770,47.425
3780,47.05
3790,48.025
3800,47.829166666666666
3810,48.84583333333333
3820,48.6875
3830,47.21666666666667
3840,48.645833333333336
3850,49.09583333333333
3860,48.575
3870,48.87083333333334
3880,49.3375
3890,50.5
3900,51.79166666666667
3910,52.016666666666666
3920,51.50833333333333
3930,50.09583333333333
3940,50.22916666666667
3950,49.97083333333333
3960,50.62916666666667
3970,50.079166666666666
3980,50.00833333333333
3990,50.94583333333333
4000,49.512499999999996
4010,47.520833333333336
4020,47.94166666666666
4030,47.69583333333333
4040,47.575
4050,46.291666666666664
4060,44.80833333333333
4070,43.44583333333333
4080,42.95833333333333
4090,41.99166666666667
4100,41.670833333333334
4110,41.0375
4120,40.87083333333334
